League,Year,Season,Type,blueTeamTag,bResult,rResult,redTeamTag,gamelength,blueTop,blueTopChamp,blueJungle,blueJungleChamp,blueMiddle,blueMiddleChamp,blueADC,blueADCChamp,blueSupport,blueSupportChamp,redTop,redTopChamp,redJungle,redJungleChamp,redMiddle,redMiddleChamp,redADC,redADCChamp,redSupport,redSupportChamp,Address
NALCS,2015,Spring,Season,TL,0,1,C9,33,Quas,DrMundo,IWDominate,RekSai,FeniX,Cassiopeia,Piglet,Kalista,Xpecial,Janna,Balls,Maokai,Meteos,Vi,Hai,Lissandra,Sneaky,Lucian,LemonNation,Nautilus,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001090016?gameHash=d4307d5d69dea1fe
NALCS,2015,Spring,Season,TSM,0,1,GV,37,Dyrus,DrMundo,Santorin,RekSai,Bjergsen,Zed,WildTurtle,Lucian,Lustboy,Lulu,Hauntzer,Maokai,Saintvicious,Nunu,Keane,Urgot,Cop,Corki,Bunny FuFuu,Thresh,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001090024?gameHash=23ee9058c5c4946d
NALCS,2015,Spring,Season,CLG,1,0,DIG,38,ZionSpartan,Sion,Xmithie,Vi,Link,Ahri,Doublelift,Kalista,aphromoo,Thresh,Gamsu,Hecarim,Azingy,Zac,Shiphtur,Leblanc,CoreJJ,Tristana,KiWiKiD,Janna,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001090037?gameHash=6aa9ab6b55af2223
NALCS,2015,Spring,Season,WFX,0,1,T8,45,Avalon,Lulu,Helios,Sejuani,Pobelter,Karthus,Altec,Lucian,Gleeb,Janna,CaliTrlolz8,Gragas,Porpoise8,Vi,Slooshi8,Orianna,Maplestreet8,Graves,Dodo8,Morgana,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001090051?gameHash=9aaefde3fdaf2f2c
NALCS,2015,Spring,Season,DIG,0,1,GV,40,Gamsu,Sion,Azingy,Zac,Shiphtur,Xerath,CoreJJ,Tristana,KiWiKiD,Janna,Hauntzer,Hecarim,Saintvicious,Sejuani,Keane,Fizz,Cop,Sivir,Bunny FuFuu,Morgana,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001080064?gameHash=2cbe38094f0d00e3
NALCS,2015,Spring,Season,TSM,1,0,CLG,42,Dyrus,Lulu,Santorin,Sejuani,Bjergsen,Zed,WildTurtle,Corki,Lustboy,Thresh,ZionSpartan,Kennen,Xmithie,RekSai,Link,Ahri,Doublelift,Jinx,aphromoo,Janna,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001080068?gameHash=86b3fe64916e9424
NALCS,2015,Spring,Season,T8,1,0,C9,47,CaliTrlolz8,Vladimir,Porpoise8,Sejuani,Slooshi8,Lulu,Maplestreet8,Graves,Dodo8,Thresh,Balls,Maokai,Meteos,Nunu,Hai,Corki,Sneaky,Lucian,LemonNation,Nautilus,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001080081?gameHash=98a968823226da0e
NALCS,2015,Spring,Season,TIP,1,0,WFX,42,Impact,Hecarim,Rush,Nidalee,XiaoWeiXiao,Yasuo,Apollo,Graves,Adrian,Thresh,Avalon,Lulu,Helios,Nunu,Pobelter,Zed,Altec,Twitch,Gleeb,Janna,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001080093?gameHash=61f742f2d5f67b20
NALCS,2015,Spring,Season,CST,0,1,TL,37,Cris,Lissandra,WTHeaven,Gragas,mancloud,Yasuo,Mash,KogMaw,KonKwon,Alistar,Quas,Lulu,IWDominate,Nunu,FeniX,Ahri,Piglet,Vayne,Xpecial,Janna,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001080103?gameHash=b2ef740c15462370
NALCS,2015,Spring,Season,GV,0,1,C9,45,Hauntzer,Irelia,Saintvicious,Nunu,Keane,Rumble,Cop,Caitlyn,Bunny FuFuu,Morgana,Balls,Kennen,Meteos,Sejuani,Hai,Zed,Sneaky,Lucian,LemonNation,Nautilus,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001090098?gameHash=7f32b00eeb67d88a
NALCS,2015,Spring,Season,T8,0,1,CLG,34,CaliTrlolz8,Maokai,Porpoise8,RekSai,Slooshi8,Orianna,Maplestreet8,Graves,Dodo8,Thresh,ZionSpartan,Rumble,Xmithie,Sejuani,Link,Corki,Doublelift,Sivir,aphromoo,Lulu,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001090100?gameHash=2b3115d7084d0981
NALCS,2015,Spring,Season,WFX,1,0,TL,36,Avalon,Sion,Helios,Nidalee,Pobelter,Ezreal,Altec,Caitlyn,Gleeb,Nautilus,Quas,Renekton,IWDominate,RekSai,FeniX,Vladimir,Piglet,Graves,Xpecial,Annie,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001090105?gameHash=bfad7537e1591dbb
NALCS,2015,Spring,Season,CST,0,1,TSM,36,Cris,Sion,WTHeaven,RekSai,mancloud,Cassiopeia,Mash,Twitch,KonKwon,Nautilus,Dyrus,Lulu,Santorin,Nidalee,Bjergsen,Urgot,WildTurtle,KogMaw,Lustboy,Janna,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001090113?gameHash=fe8ab7b253d94b5b
NALCS,2015,Spring,Season,TIP,0,1,DIG,42,Impact,Rumble,Rush,RekSai,XiaoWeiXiao,Leblanc,Apollo,Graves,Adrian,Janna,Gamsu,Sion,Azingy,Zac,Shiphtur,Katarina,CoreJJ,Lucian,KiWiKiD,Annie,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001090119?gameHash=d9a1285e2cf77999
NALCS,2015,Spring,Season,WFX,1,0,CST,35,Avalon,Sion,Helios,LeeSin,Pobelter,Chogath,Altec,Sivir,Gleeb,Lulu,Cris,Lissandra,WTHeaven,Gragas,mancloud,Urgot,Mash,Varus,KonKwon,Janna,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001080179?gameHash=31030c79dfcbecd4
NALCS,2015,Spring,Season,C9,1,0,TSM,40,Balls,Maokai,Meteos,Vi,Hai,Lissandra,Sneaky,Lucian,LemonNation,Nautilus,Dyrus,Kennen,Santorin,RekSai,Bjergsen,Chogath,WildTurtle,Graves,Lustboy,Leona,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001080182?gameHash=33c18a702d5155ad
NALCS,2015,Spring,Season,DIG,0,1,TL,33,Gamsu,Kennen,Azingy,Zac,Shiphtur,Diana,CoreJJ,Sivir,KiWiKiD,Thresh,Quas,Hecarim,IWDominate,Sejuani,FeniX,Lissandra,Piglet,Kalista,Xpecial,Annie,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001080201?gameHash=1ffd232009cc61a5
NALCS,2015,Spring,Season,GV,1,0,T8,34,Hauntzer,Rumble,Saintvicious,Nunu,Keane,Vladimir,Cop,Graves,Bunny FuFuu,Thresh,CaliTrlolz8,Gragas,Porpoise8,RekSai,Slooshi8,Lissandra,Maplestreet8,Sivir,Dodo8,Morgana,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001080211?gameHash=0abe526de3932809
NALCS,2015,Spring,Season,CLG,0,1,TIP,34,ZionSpartan,Jax,Xmithie,RekSai,Link,Lulu,Doublelift,Kalista,aphromoo,Alistar,Impact,Rumble,Rush,Vi,XiaoWeiXiao,Corki,Apollo,Graves,Adrian,Leona,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001080217?gameHash=e16620c2576464f0
NALCS,2015,Spring,Season,T8,0,1,TL,46,CaliTrlolz8,Hecarim,Porpoise8,RekSai,Slooshi8,Lissandra,Maplestreet8,Corki,Dodo8,Thresh,Quas,Lulu,IWDominate,Sejuani,FeniX,Zed,Piglet,Lucian,Xpecial,Janna,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001080228?gameHash=390ff59be55613a0
NALCS,2015,Spring,Season,C9,1,0,CLG,28,Balls,Maokai,Meteos,Zac,Hai,JarvanIV,Sneaky,Draven,LemonNation,Morgana,ZionSpartan,Hecarim,Xmithie,Vi,Link,Lissandra,Doublelift,Vayne,aphromoo,Alistar,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001080232?gameHash=bbe4d9381900b70f
NALCS,2015,Summer,Season,C9,1,0,TSM,46,Balls,Rumble,Meteos,Gragas,Incarnati0n,KogMaw,Sneaky,Sivir,LemonNation,Nautilus,Dyrus,Maokai,Santorin,RekSai,Bjergsen,Viktor,WildTurtle,Urgot,Lustboy,Thresh,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001190006?gameHash=2c537f1764b4fe87
NALCS,2015,Summer,Season,TDK,0,1,TL,44,Seraph,Rumble,Kez,RekSai,Bischu,Azir,Lattman,Corki,Baby,Thresh,Quas,Gnar,IWDominate,Gragas,FeniX,Cassiopeia,Piglet,Kalista,Xpecial,Annie,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001190028?gameHash=c85c4893ae61c2d9
NALCS,2015,Summer,Season,CLG,1,0,DIG,33,ZionSpartan,Maokai,Xmithie,LeeSin,Pobelter,KogMaw,Doublelift,Ashe,aphromoo,Alistar,Gamsu,Hecarim,Azingy,Sejuani,Shiphtur,Azir,CoreJJ,Kalista,KiWiKiD,Annie,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001190040?gameHash=910d1678643730c4
NALCS,2015,Summer,Season,T8,0,1,TIP,34,CaliTrlolz8,Gnar,Porpoise8,RekSai,Slooshi8,Ziggs,Maplestreet8,Urgot,Dodo8,Thresh,Impact,Yasuo,Rush,Evelynn,XiaoWeiXiao,Fizz,Apollo,Sivir,Adrian,Alistar,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001190046?gameHash=a5ac7b41ef215beb
NALCS,2015,Summer,Season,GV,0,1,NME,43,Hauntzer,Hecarim,Move,Nunu,Keane,Fizz,Altec,Sivir,Bunny FuFuu,Thresh,Flaresz,Rumble,Trashy,Sejuani,Innox,Kassadin,otter,Vayne,Bodydrop,Nautilus,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001190059?gameHash=1ae15002686d7962
NALCS,2015,Summer,Season,TL,1,0,T8,42,Quas,Rumble,IWDominate,Nunu,FeniX,Cassiopeia,Piglet,Sivir,Xpecial,Thresh,CaliTrlolz8,Irelia,Porpoise8,Sejuani,Slooshi8,Vladimir,Maplestreet8,Graves,Dodo8,Nautilus,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001180082?gameHash=3467cc1b2599a75d
NALCS,2015,Summer,Season,DIG,1,0,C9,35,Gamsu,Gnar,Azingy,Zac,Shiphtur,Vladimir,CoreJJ,Kalista,KiWiKiD,Nautilus,Balls,Maokai,Meteos,RekSai,Incarnati0n,KogMaw,Sneaky,Ashe,LemonNation,Thresh,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001180093?gameHash=31b2113c09acb5a7
NALCS,2015,Summer,Season,TIP,0,1,CLG,40,Impact,Hecarim,Rush,Evelynn,XiaoWeiXiao,Leblanc,Apollo,Sivir,Adrian,Alistar,ZionSpartan,Gnar,Xmithie,Sejuani,Pobelter,Azir,Doublelift,Kalista,aphromoo,Thresh,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001180104?gameHash=a48365f487fb1750
NALCS,2015,Summer,Season,TSM,1,0,NME,35,Dyrus,Rumble,Santorin,Sejuani,Bjergsen,Viktor,WildTurtle,Sivir,Lustboy,Alistar,Flaresz,Hecarim,Trashy,Evelynn,Innox,Kassadin,otter,Kalista,Bodydrop,Morgana,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001180113?gameHash=74539c15384418b4
NALCS,2015,Summer,Season,TDK,0,1,GV,43,Seraph,Vladimir,Kez,Gragas,Bischu,Viktor,Lattman,Lucian,Baby,Thresh,Hauntzer,Hecarim,Move,LeeSin,Keane,Malphite,Altec,Jinx,Bunny FuFuu,Alistar,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001180122?gameHash=55acf0acb737ca95
NALCS,2015,Summer,Season,NME,0,1,TL,33,Flaresz,Irelia,Trashy,Gragas,Innox,Varus,otter,Corki,Bodydrop,Nautilus,Quas,Ryze,IWDominate,RekSai,FeniX,Azir,Piglet,Kalista,Xpecial,Thresh,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001200019?gameHash=de9772358b74ebeb
NALCS,2015,Summer,Season,C9,0,1,GV,36,Balls,Ryze,Meteos,Sejuani,Incarnati0n,Viktor,Sneaky,Ezreal,LemonNation,Nautilus,Hauntzer,Maokai,Move,RekSai,Keane,TwistedFate,Altec,Sivir,Bunny FuFuu,Thresh,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001200024?gameHash=525b0cebe7826c61
NALCS,2015,Summer,Season,TSM,1,0,TIP,43,Dyrus,Gnar,Santorin,RekSai,Bjergsen,Leblanc,WildTurtle,Vayne,Lustboy,Annie,Impact,Rumble,Rush,LeeSin,XiaoWeiXiao,Azir,Apollo,Sivir,Adrian,Thresh,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001200033?gameHash=037bf9c7473334ac
NALCS,2015,Summer,Season,T8,0,1,CLG,38,CaliTrlolz8,Maokai,Porpoise8,Sejuani,Slooshi8,Ziggs,Nien,Kalista,Dodo8,Nautilus,ZionSpartan,Rumble,Xmithie,RekSai,Pobelter,Varus,Doublelift,Sivir,aphromoo,Thresh,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001200041?gameHash=fd70f3c7f0ef609b
NALCS,2015,Summer,Season,DIG,1,0,TDK,50,Gamsu,Ryze,Azingy,Zac,Shiphtur,Azir,CoreJJ,Kalista,KiWiKiD,Morgana,Seraph,Irelia,Kez,Gragas,Bischu,Varus,Lattman,Corki,Baby,Nautilus,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001200052?gameHash=777e678b521201b8
NALCS,2015,Summer,Season,C9,0,1,TIP,37,Balls,Maokai,Meteos,Gragas,Incarnati0n,Azir,Sneaky,Lucian,LemonNation,Nautilus,Impact,Rumble,Rush,Sejuani,XiaoWeiXiao,Leblanc,Apollo,Sivir,Adrian,Janna,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001200067?gameHash=b9e59980115f03d2
NALCS,2015,Summer,Season,TL,0,1,GV,33,Quas,Maokai,IWDominate,RekSai,FeniX,Cassiopeia,Piglet,Vayne,Xpecial,Janna,Hauntzer,Ryze,Move,JarvanIV,Keane,Urgot,Altec,Sivir,Bunny FuFuu,Alistar,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001200073?gameHash=b06276841c624ef9
NALCS,2015,Summer,Season,CLG,0,1,TSM,40,ZionSpartan,Maokai,Xmithie,LeeSin,Pobelter,Azir,Doublelift,Kalista,aphromoo,Nautilus,Dyrus,Gnar,Santorin,RekSai,Bjergsen,Leblanc,WildTurtle,Sivir,Lustboy,Bard,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001200078?gameHash=f29e4aebf583c0ae
NALCS,2015,Summer,Season,TDK,0,1,NME,48,Seraph,Rumble,Kez,Sejuani,Bischu,Orianna,Lattman,Ashe,Smoothie,Thresh,Flaresz,Irelia,Trashy,Gragas,Innox,Leblanc,otter,Kalista,Bodydrop,Bard,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001200083?gameHash=095f04e06c7fe592
NALCS,2015,Summer,Season,T8,0,1,DIG,44,CaliTrlolz8,Rumble,Porpoise8,RekSai,Slooshi8,Azir,Nien,Sivir,Dodo8,Nautilus,Gamsu,Gnar,Azingy,Zac,Shiphtur,KogMaw,CoreJJ,Ezreal,KiWiKiD,Thresh,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001200090?gameHash=df0fb2ba5ee9d4c6
NALCS,2015,Summer,Season,NME,0,1,T8,39,Flaresz,Gnar,Trashy,RekSai,Innox,Ekko,otter,Sivir,Bodydrop,Janna,CaliTrlolz8,Hecarim,Porpoise8,Nunu,Slooshi8,Azir,Nien,Jinx,Dodo8,Thresh,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001210086?gameHash=80e7bfda914fd0c9
NALCS,2015,Summer,Season,TSM,0,1,DIG,44,Dyrus,Hecarim,Santorin,Gragas,Bjergsen,Ekko,WildTurtle,Kalista,Lustboy,Bard,Gamsu,Fizz,Helios,RekSai,Shiphtur,KogMaw,CoreJJ,Sivir,KiWiKiD,Morgana,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001210093?gameHash=3420cf4d13a780eb
NALCS,2015,Summer,Season,TL,1,0,C9,40,Quas,Hecarim,IWDominate,Ekko,FeniX,Leblanc,Piglet,Corki,Xpecial,Alistar,Balls,Fizz,Meteos,Nunu,Incarnati0n,Azir,Sneaky,Lucian,LemonNation,Nautilus,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001210098?gameHash=06368b209802df9f
NALCS,2015,Summer,Season,TIP,1,0,TDK,30,Impact,Maokai,Rush,LeeSin,XiaoWeiXiao,Leblanc,Apollo,Sivir,Adrian,Alistar,Seraph,DrMundo,Kez,Nidalee,Bischu,Viktor,Lattman,Lucian,Smoothie,Janna,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001210107?gameHash=0a832eea1bca60d1
NALCS,2015,Summer,Season,GV,0,1,CLG,31,Hauntzer,Hecarim,Move,JarvanIV,Keane,Rumble,Altec,Sivir,Bunny FuFuu,Alistar,ZionSpartan,Ekko,Xmithie,Gragas,Pobelter,Lulu,Doublelift,Ashe,aphromoo,Bard,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001210113?gameHash=7a5200c24e86c2f0
NALCS,2015,Summer,Season,C9,1,0,T8,31,Balls,Maokai,Meteos,Gragas,Incarnati0n,Varus,Sneaky,Jinx,LemonNation,Karma,CaliTrlolz8,Fizz,Porpoise8,Nunu,Slooshi8,Azir,Nien,Corki,Dodo8,Alistar,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001210125?gameHash=abdb717d8fc0a2fa
NALCS,2015,Summer,Season,TSM,1,0,TDK,48,Dyrus,Rumble,Santorin,RekSai,Bjergsen,Ekko,WildTurtle,Kalista,Lustboy,Annie,Seraph,Vladimir,Kez,Gragas,Bischu,Yasuo,Lattman,Corki,Smoothie,Malphite,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001210129?gameHash=58b826f6b546ad66
NALCS,2015,Summer,Season,TIP,0,1,TL,36,Impact,Rumble,Rush,LeeSin,XiaoWeiXiao,Kassadin,Apollo,Kalista,Adrian,Annie,Quas,Hecarim,IWDominate,Sejuani,FeniX,Leblanc,Piglet,Tristana,Xpecial,Nautilus,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001210134?gameHash=6a76db40b8416e0b
NALCS,2015,Summer,Season,DIG,0,1,GV,36,Gamsu,Maokai,Helios,RekSai,Shiphtur,Azir,CoreJJ,Kalista,KiWiKiD,Annie,Hauntzer,Rumble,Move,Gragas,Keane,JarvanIV,Altec,Tristana,Bunny FuFuu,Nautilus,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001210139?gameHash=778895bd05d45d7b
NALCS,2015,Summer,Season,CLG,1,0,NME,49,ZionSpartan,Gnar,Xmithie,Nunu,Pobelter,Azir,Doublelift,Sivir,aphromoo,Bard,Flaresz,Hecarim,Trashy,RekSai,Innox,Xerath,otter,Vayne,Bodydrop,Janna,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001210144?gameHash=00bad4da4d94bdbf
NALCS,2015,Summer,Season,DIG,1,0,TIP,40,Gamsu,Hecarim,Helios,XinZhao,Shiphtur,TwistedFate,CoreJJ,Corki,KiWiKiD,Alistar,Impact,Ekko,Rush,RekSai,XiaoWeiXiao,Varus,Apollo,Graves,Adrian,Janna,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001220085?gameHash=5d1162b65434147d
NALCS,2015,Summer,Season,TDK,0,1,CLG,39,Seraph,Rumble,Kez,RekSai,mancloud,Azir,Lattman,Corki,Smoothie,Nautilus,ZionSpartan,Gnar,Xmithie,Gragas,Pobelter,KogMaw,Doublelift,Kalista,aphromoo,Alistar,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001220097?gameHash=c970fe797f7c7fbc
NALCS,2015,Summer,Season,TL,0,1,TSM,42,Quas,Rumble,IWDominate,Sejuani,FeniX,Jayce,Piglet,Kalista,Xpecial,Annie,Dyrus,Gnar,Santorin,RekSai,Bjergsen,Azir,WildTurtle,Corki,Lustboy,Alistar,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001220119?gameHash=f64575c2b892654a
NALCS,2015,Summer,Season,GV,1,0,T8,34,Hauntzer,Ekko,Move,RekSai,Keane,Urgot,Altec,Vayne,Bunny FuFuu,Thresh,CaliTrlolz8,Hecarim,Porpoise8,Gragas,Goldenglue,Viktor,Nien8,Sivir,Dodo8,Nautilus,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001220147?gameHash=970d17934a27fde4
NALCS,2015,Summer,Season,NME,1,0,C9,36,Flaresz,Rumble,Trashy,Sejuani,Innox,Jayce,otter,Jinx,Bodydrop,Annie,Balls,Maokai,Meteos,Nidalee,Incarnati0n,Azir,Sneaky,Sivir,LemonNation,Thresh,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001220154?gameHash=ce71491688291223
NALCS,2015,Summer,Season,T8,1,0,TDK,51,CaliTrlolz8,Rumble,Porpoise8,Gragas,Goldenglue,Varus,Nien8,Kalista,Dodo8,Thresh,Seraph,Irelia,Kez,Evelynn,mancloud,Azir,Lattman,Corki,Smoothie,Alistar,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001230142?gameHash=3cbf3856b7ccd72e
NALCS,2015,Summer,Season,GV,0,1,TSM,48,Hauntzer,Rumble,Move,XinZhao,Keane,Urgot,Altec,Tristana,Bunny FuFuu,Thresh,Dyrus,Gnar,Santorin,RekSai,Bjergsen,Azir,WildTurtle,Kalista,Lustboy,Annie,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001230143?gameHash=4ff786778f478000
NALCS,2015,Summer,Season,CLG,1,0,C9,48,ZionSpartan,Gnar,Xmithie,RekSai,Pobelter,KogMaw,Doublelift,Ashe,aphromoo,Alistar,Balls,Fizz,Meteos,Ekko,Incarnati0n,Azir,Sneaky,Sivir,LemonNation,Nautilus,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001230150?gameHash=73672037cba176d3
NALCS,2015,Summer,Season,NME,0,1,TIP,36,Flaresz,Hecarim,Trashy,RekSai,Innox,Nidalee,otter,Kalista,Bodydrop,Thresh,Impact,Rumble,Rush,Gragas,XiaoWeiXiao,Yasuo,Apollo,Corki,Adrian,Nautilus,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001230162?gameHash=d68901bc63a8ff8d
NALCS,2015,Summer,Season,TL,0,1,DIG,54,Quas,Rumble,IWDominate,Sejuani,FeniX,Jayce,Piglet,Kalista,Xpecial,Thresh,Gamsu,JarvanIV,Helios,RekSai,Shiphtur,Lulu,CoreJJ,Corki,KiWiKiD,Nautilus,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001230170?gameHash=97582812c668144d
NALCS,2015,Summer,Season,TIP,0,1,GV,44,Impact,Maokai,Rush,Nocturne,XiaoWeiXiao,Kassadin,Apollo,Sivir,Adrian,Nautilus,Hauntzer,Rumble,Move,Evelynn,Keane,Hecarim,Altec,Jinx,Bunny FuFuu,Thresh,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001220243?gameHash=c778eada78a5eaf1
NALCS,2015,Summer,Season,TL,1,0,CLG,37,Quas,Sion,IWDominate,Ekko,FeniX,Azir,Piglet,Sivir,Xpecial,Annie,ZionSpartan,Gnar,Xmithie,Evelynn,Pobelter,TwistedFate,Doublelift,Ashe,aphromoo,Bard,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001220254?gameHash=33635d04462c738e
NALCS,2015,Summer,Season,TSM,1,0,T8,41,Dyrus,Gnar,Santorin,JarvanIV,Bjergsen,Azir,WildTurtle,Kalista,Lustboy,Thresh,CaliTrlolz8,Shen,Porpoise8,Nocturne,Goldenglue,Viktor,Nien8,Sivir,Dodo8,Annie,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001220266?gameHash=8749306da4ce243b
NALCS,2015,Summer,Season,C9,1,0,TDK,38,Balls,Fizz,Meteos,RekSai,Incarnati0n,Viktor,Sneaky,Ashe,LemonNation,Annie,Seraph,Gnar,Kez,Ekko,mancloud,Azir,Lattman,Sivir,Smoothie,Thresh,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001220272?gameHash=ef1053869a9b125d
NALCS,2015,Summer,Season,DIG,1,0,NME,30,Gamsu,Hecarim,Helios,RekSai,Shiphtur,Azir,CoreJJ,Sivir,KiWiKiD,Nautilus,Flaresz,Rumble,Trashy,Sejuani,Innox,Jayce,otter,Jinx,Bodydrop,Annie,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001220279?gameHash=0364e2e542b777a4
NALCS,2015,Summer,Season,GV,1,0,TL,49,Hauntzer,Hecarim,Move,Gragas,Keane,Orianna,Altec,Sivir,Bunny FuFuu,Janna,Quas,Gnar,IWDominate,RekSai,FeniX,Viktor,Piglet,Vayne,Xpecial,Alistar,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001230233?gameHash=fecc2f4104a950b3
NALCS,2015,Summer,Season,TIP,1,0,C9,29,Impact,Maokai,Rush,LeeSin,XiaoWeiXiao,Orianna,Apollo,Sivir,Adrian,Alistar,Balls,Rumble,Meteos,Nocturne,Incarnati0n,Viktor,Sneaky,Jinx,LemonNation,Annie,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001230235?gameHash=82225baf029a31c7
NALCS,2015,Summer,Season,TSM,1,0,CLG,39,Dyrus,Rumble,Santorin,JarvanIV,Bjergsen,Azir,WildTurtle,Tristana,Lustboy,Alistar,ZionSpartan,Gnar,Xmithie,Evelynn,Pobelter,KogMaw,Doublelift,Sivir,aphromoo,Thresh,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001230243?gameHash=55d98f5310ec170a
NALCS,2015,Summer,Season,TDK,1,0,DIG,36,Seraph,Vladimir,Kez,Gragas,Ninja,Viktor,Emperor,Sivir,Smoothie,Nautilus,Gamsu,Hecarim,Helios,RekSai,Shiphtur,Azir,CoreJJ,Corki,KiWiKiD,Thresh,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001230254?gameHash=3a0687fef919f99b
NALCS,2015,Summer,Season,T8,1,0,NME,49,CaliTrlolz8,Shen,Porpoise8,RekSai,Goldenglue,Vladimir,Nien8,Kalista,Dodo8,Morgana,Flaresz,Nautilus,Trashy,Olaf,Innox,Varus,otter,Sivir,Bodydrop,Annie,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001230270?gameHash=4b281a331503e363
NALCS,2015,Summer,Season,TIP,1,0,NME,32,Impact,Nautilus,Rush,Nidalee,XiaoWeiXiao,Ahri,Apollo,Graves,Adrian,Alistar,Flaresz,Shen,Trashy,Gragas,Innox,Ezreal,otter,Corki,Bodydrop,Braum,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001250008?gameHash=f3b59b7b3345ab4c
